k,question_index,num_tokens,truncated
64,12,3471,False
64,13,3415,False
64,14,3357,False
64,15,3346,False
64,16,3486,False
64,17,3359,False
64,18,3311,False
64,19,3388,False
64,20,3462,False
64,21,3311,False
64,22,3414,False
64,23,3408,False
64,24,3397,False
64,25,3458,False
64,26,3224,False
64,27,3443,False
64,28,3277,False
64,29,3433,False
64,30,3456,False
64,31,3276,False
64,32,3434,False
64,33,3243,False
64,34,3276,False
64,35,3423,False
64,36,3383,False
64,37,3414,False
64,38,3412,False
64,39,3354,False
64,40,3432,False
64,41,3337,False
64,42,3365,False
64,43,3365,False
64,44,3393,False
64,45,3396,False
64,46,3446,False
64,47,3344,False
64,48,3225,False
65,0,3451,False
65,1,3449,False
65,2,3446,False
65,3,3300,False
65,4,3485,False
65,5,3331,False
65,6,3454,False
65,7,3452,False
65,8,3391,False
65,9,3392,False
65,10,3470,False
65,11,3426,False
65,12,3523,False
65,13,3453,False
65,14,3430,False
65,15,3394,False
65,16,3534,False
65,17,3398,False
65,18,3350,False
65,19,3436,False
65,20,3495,False
65,21,3359,False
65,22,3451,False
65,23,3447,False
65,24,3436,False
65,25,3510,False
65,26,3272,False
65,27,3475,False
65,28,3324,False
65,29,3472,False
65,30,3503,False
65,31,3325,False
65,32,3471,False
65,33,3276,False
65,34,3324,False
65,35,3472,False
65,36,3422,False
65,37,3451,False
65,38,3450,False
65,39,3402,False
65,40,3481,False
65,41,3395,False
65,42,3403,False
65,43,3417,False
65,44,3432,False
65,45,3448,False
65,46,3484,False
65,47,3392,False
65,48,3273,False
66,0,3489,False
66,1,3488,False
66,2,3519,False
66,3,3339,False
66,4,3534,False
66,5,3363,False
66,6,3493,False
66,7,3491,False
66,8,3439,False
66,9,3440,False
66,10,3519,False
66,11,3464,False
66,12,3556,False
66,13,3492,False
66,14,3468,False
66,15,3433,False
66,16,3586,False
66,17,3458,False
66,18,3399,False
66,19,3484,False
66,20,3527,False
66,21,3420,False
66,22,3483,False
66,23,3486,False
66,24,3475,False
66,25,3562,False
66,26,3320,False
66,27,3507,False
66,28,3372,False
66,29,3511,False
66,30,3555,False
66,31,3372,False
66,32,3518,False
66,33,3324,False
66,34,3372,False
66,35,3532,False
66,36,3460,False
66,37,3498,False
66,38,3511,False
66,39,3450,False
66,40,3530,False
66,41,3443,False
66,42,3441,False
66,43,3454,False
66,44,3479,False
66,45,3500,False
66,46,3516,False
66,47,3439,False
66,48,3335,False
67,0,3527,False
67,1,3527,False
67,2,3551,False
67,3,3401,False
67,4,3572,False
67,5,3410,False
67,6,3541,False
67,7,3530,False
67,8,3487,False
67,9,3488,False
67,10,3567,False
67,11,3502,False
67,12,3608,False
67,13,3530,False
67,14,3517,False
67,15,3481,False
67,16,3618,False
67,17,3506,False
67,18,3446,False
67,19,3532,False
67,20,3559,False
67,21,3457,False
67,22,3521,False
67,23,3525,False
67,24,3523,False
67,25,3600,False
67,26,3367,False
67,27,3539,False
67,28,3430,False
67,29,3549,False
67,30,3607,False
67,31,3445,False
67,32,3556,False
67,33,3356,False
67,34,3445,False
67,35,3581,False
67,36,3499,False
67,37,3559,False
67,38,3559,False
67,39,3502,False
67,40,3582,False
67,41,3491,False
67,42,3479,False
67,43,3506,False
67,44,3511,False
67,45,3552,False
67,46,3548,False
67,47,3471,False
67,48,3382,False
68,0,3565,False
68,1,3566,False
68,2,3600,False
68,3,3462,False
68,4,3619,False
68,5,3458,False
68,6,3580,False
68,7,3582,False
68,8,3535,False
68,9,3536,False
68,10,3599,False
68,11,3540,False
68,12,3646,False
68,13,3569,False
68,14,3569,False
68,15,3529,False
68,16,3656,False
68,17,3545,False
68,18,3485,False
68,19,3570,False
68,20,3596,False
68,21,3505,False
68,22,3583,False
68,23,3573,False
68,24,3562,False
68,25,3652,False
68,26,3414,False
68,27,3571,False
68,28,3491,False
68,29,3588,False
68,30,3645,False
68,31,3503,False
68,32,3593,False
68,33,3428,False
68,34,3493,False
68,35,3628,False
68,36,3537,False
68,37,3596,False
68,38,3596,False
68,39,3550,False
68,40,3629,False
68,41,3539,False
68,42,3545,False
68,43,3543,False
68,44,3543,False
68,45,3589,False
68,46,3586,False
68,47,3533,False
68,48,3430,False
69,0,3617,False
69,1,3605,False
69,2,3632,False
69,3,3534,False
69,4,3668,False
69,5,3530,False
69,6,3618,False
69,7,3630,False
69,8,3583,False
69,9,3584,False
69,10,3665,False
69,11,3592,False
69,12,3678,False
69,13,3608,False
69,14,3616,False
69,15,3568,False
69,16,3708,False
69,17,3584,False
69,18,3532,False
69,19,3608,False
69,20,3633,False
69,21,3553,False
69,22,3621,False
69,23,3611,False
69,24,3601,False
69,25,3704,False
69,26,3476,False
69,27,3620,False
69,28,3564,False
69,29,3640,False
69,30,3683,False
69,31,3575,False
69,32,3630,False
69,33,3501,False
69,34,3566,False
69,35,3675,False
69,36,3576,False
69,37,3633,False
69,38,3633,False
69,39,3602,False
69,40,3667,False
69,41,3587,False
69,42,3582,False
69,43,3595,False
69,44,3581,False
69,45,3627,False
69,46,3618,False
69,47,3580,False
69,48,3477,False
70,0,3655,False
70,1,3644,False
70,2,3681,False
70,3,3607,False
70,4,3700,False
70,5,3562,False
70,6,3670,False
70,7,3669,False
70,8,3631,False
70,9,3632,False
70,10,3714,False
70,11,3630,False
70,12,3716,False
70,13,3647,False
70,14,3668,False
70,15,3620,False
70,16,3740,False
70,17,3623,False
70,18,3605,False
70,19,3656,False
70,20,3670,False
70,21,3605,False
70,22,3659,False
70,23,3650,False
70,24,3640,False
70,25,3756,False
70,26,3549,False
70,27,3667,False
70,28,3613,False
70,29,3692,False
70,30,3721,False
70,31,3623,False
70,32,3667,False
70,33,3574,False
70,34,3614,False
70,35,3723,False
70,36,3615,False
70,37,3670,False
70,38,3691,False
70,39,3650,False
70,40,3705,False
70,41,3635,False
70,42,3620,False
70,43,3632,False
70,44,3642,False
70,45,3665,False
70,46,3650,False
70,47,3638,False
70,48,3538,False
71,0,3693,False
71,1,3683,False
71,2,3728,False
71,3,3646,False
71,4,3748,False
71,5,3624,False
71,6,3708,False
71,7,3717,False
71,8,3691,False
71,9,3684,False
71,10,3746,False
71,11,3682,False
71,12,3748,False
71,13,3685,False
71,14,3720,False
71,15,3668,False
71,16,3772,False
71,17,3671,False
71,18,3653,False
71,19,3704,False
71,20,3707,False
71,21,3663,False
71,22,3697,False
71,23,3698,False
71,24,3700,False
71,25,3788,False
71,26,3621,False
71,27,3716,False
71,28,3685,False
71,29,3730,False
71,30,3753,False
71,31,3684,False
71,32,3706,False
71,33,3647,False
71,34,3666,False
71,35,3761,False
71,36,3681,False
71,37,3707,False
71,38,3728,False
71,39,3698,False
71,40,3752,False
71,41,3687,False
71,42,3672,False
71,43,3693,False
71,44,3680,False
71,45,3703,False
71,46,3688,False
71,47,3685,False
71,48,3610,False
72,0,3731,False
72,1,3735,False
72,2,3776,False
72,3,3695,False
72,4,3786,False
72,5,3697,False
72,6,3760,False
72,7,3749,False
72,8,3739,False
72,9,3732,False
72,10,3793,False
72,11,3734,False
72,12,3780,False
72,13,3745,False
72,14,3768,False
72,15,3720,False
72,16,3810,False
72,17,3723,False
72,18,3692,False
72,19,3756,False
72,20,3746,False
72,21,3715,False
72,22,3744,False
72,23,3750,False
72,24,3739,False
72,25,3820,False
72,26,3668,False
72,27,3763,False
72,28,3732,False
72,29,3768,False
72,30,3785,False
72,31,3733,False
72,32,3743,False
72,33,3694,False
72,34,3718,False
72,35,3808,False
72,36,3733,False
72,37,3765,False
72,38,3765,False
72,39,3746,False
72,40,3790,False
72,41,3735,False
72,42,3724,False
72,43,3745,False
72,44,3742,False
72,45,3761,False
72,46,3740,False
72,47,3757,False
72,48,3670,False
73,0,3783,False
73,1,3787,False
73,2,3824,False
73,3,3734,False
73,4,3818,False
73,5,3770,False
73,6,3812,False
73,7,3801,False
73,8,3791,False
73,9,3784,False
73,10,3825,False
73,11,3772,False
73,12,3812,False
73,13,3797,False
73,14,3806,False
73,15,3786,False
73,16,3842,False
73,17,3789,False
73,18,3739,False
73,19,3808,False
73,20,3783,False
73,21,3767,False
73,22,3782,False
73,23,3789,False
73,24,3791,False
73,25,3852,False
73,26,3741,False
73,27,3811,False
73,28,3779,False
73,29,3806,False
73,30,3817,False
73,31,3780,False
73,32,3780,False
73,33,3756,False
73,34,3770,False
73,35,3846,False
73,36,3785,False
73,37,3802,False
73,38,3802,False
73,39,3794,False
73,40,3837,False
73,41,3787,False
73,42,3776,False
73,43,3782,False
73,44,3780,False
73,45,3799,False
73,46,3792,False
73,47,3806,False
73,48,3743,False
74,0,3835,False
74,1,3839,False
74,2,3856,False
74,3,3807,False
74,4,3856,False
74,5,3828,False
74,6,3864,False
74,7,3849,False
74,8,3843,False
74,9,3836,False
74,10,3873,False
74,11,3824,False
74,12,3878,False
74,13,3849,False
74,14,3854,False
74,15,3838,False
74,16,3880,False
74,17,3841,False
74,18,3811,False
74,19,3846,False
74,20,3820,False
74,21,3819,False
74,22,3820,False
74,23,3841,False
74,24,3843,False
74,25,3884,False
74,26,3814,False
74,27,3859,False
74,28,3827,False
74,29,3858,False
74,30,3849,False
74,31,3828,False
74,32,3817,False
74,33,3814,False
74,34,3822,False
74,35,3884,False
74,36,3837,False
74,37,3839,False
74,38,3839,False
74,39,3846,False
74,40,3885,False
74,41,3839,False
74,42,3828,False
74,43,3819,False
74,44,3827,False
74,45,3837,False
74,46,3844,False
74,47,3853,False
74,48,3790,False
75,0,3887,False
75,1,3891,False
75,2,3903,False
75,3,3873,False
75,4,3904,False
75,5,3888,False
75,6,3902,False
75,7,3888,False
75,8,3895,False
75,9,3888,False
75,10,3920,False
75,11,3890,False
75,12,3910,False
75,13,3901,False
75,14,3901,False
75,15,3890,False
75,16,3912,False
75,17,3893,False
75,18,3884,False
75,19,3898,False
75,20,3878,False
75,21,3871,False
75,22,3878,False
75,23,3893,False
75,24,3895,False
75,25,3944,False
75,26,3875,False
75,27,3906,False
75,28,3874,False
75,29,3910,False
75,30,3915,False
75,31,3875,False
75,32,3875,False
75,33,3875,False
75,34,3874,False
75,35,3922,False
75,36,3889,False
75,37,3876,False
75,38,3876,False
75,39,3894,False
75,40,3923,False
75,41,3899,False
75,42,3880,False
75,43,3877,False
75,44,3885,False
75,45,3903,False
75,46,3896,False
75,47,3901,False
75,48,3863,False
76,0,3947,False
76,1,3943,False
76,2,3950,False
76,3,3946,False
76,4,3951,False
76,5,3935,False
76,6,3952,False
76,7,3940,False
76,8,3947,False
76,9,3948,False
76,10,3967,False
76,11,3942,False
76,12,3942,False
76,13,3953,False
76,14,3953,False
76,15,3942,False
76,16,3944,False
76,17,3945,False
76,18,3957,False
76,19,3950,False
76,20,3938,False
76,21,3937,False
76,22,3944,False
76,23,3945,False
76,24,3947,False
76,25,3976,False
76,26,3941,False
76,27,3953,False
76,28,3934,False
76,29,3948,False
76,30,3947,False
76,31,3935,False
76,32,3935,False
76,33,3941,False
76,34,3940,False
76,35,3960,False
76,36,3941,False
76,37,3936,False
76,38,3942,False
76,39,3954,False
76,40,3961,False
76,41,3951,False
76,42,3938,False
76,43,3943,False
76,44,3945,False
76,45,3941,False
76,46,3948,False
76,47,3948,False
76,48,3929,False
