Question,Iteration,Question Type,Answer Precision,Answer Recall,Answer F1,Exact Answer
What is the name of building in which there is the class with room number 401?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which semester is done the Cybersecurity course?,1,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which semester is done the Cybersecurity course?,2,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which semester is done the Cybersecurity course?,3,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which semester is done the Cybersecurity course?,4,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which semester is done the Cybersecurity course?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which classroom (room number) is the Database Systems exam?,1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which classroom (room number) is the Database Systems exam?,2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which classroom (room number) is the Database Systems exam?,3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which classroom (room number) is the Database Systems exam?,4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which classroom (room number) is the Database Systems exam?,5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which research area is the 'User Experience Design in Web Apps' thesis?,1,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which research area is the 'User Experience Design in Web Apps' thesis?,2,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which research area is the 'User Experience Design in Web Apps' thesis?,3,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which research area is the 'User Experience Design in Web Apps' thesis?,4,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which research area is the 'User Experience Design in Web Apps' thesis?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which instructor (name, surname) teaches Machine Learning course?",1,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which instructor (name, surname) teaches Machine Learning course?",2,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which instructor (name, surname) teaches Machine Learning course?",3,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which instructor (name, surname) teaches Machine Learning course?",4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which instructor (name, surname) teaches Machine Learning course?",5,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which is the research area of the teacher Carlo Rossi?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
Which is the research area of the teacher Carlo Rossi?,2,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which is the research area of the teacher Carlo Rossi?,3,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which is the research area of the teacher Carlo Rossi?,4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which is the research area of the teacher Carlo Rossi?,5,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research project follows the teacher Giulia Colombo?,1,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research project follows the teacher Giulia Colombo?,2,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research project follows the teacher Giulia Colombo?,3,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research project follows the teacher Giulia Colombo?,4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research project follows the teacher Giulia Colombo?,5,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"When is the Machine Learning exam (date,time)?",1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"When is the Machine Learning exam (date,time)?",2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"When is the Machine Learning exam (date,time)?",3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"When is the Machine Learning exam (date,time)?",4,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"When is the Machine Learning exam (date,time)?",5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
In which courses (name of courses) Giulia Rossi is enrolled?,1,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which courses (name of courses) Giulia Rossi is enrolled?,2,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which courses (name of courses) Giulia Rossi is enrolled?,3,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which courses (name of courses) Giulia Rossi is enrolled?,4,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
In which courses (name of courses) Giulia Rossi is enrolled?,5,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the grade of Giulia Rossi for the Machine Learning course?,1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Giulia Rossi for the Machine Learning course?,2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Giulia Rossi for the Machine Learning course?,3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Giulia Rossi for the Machine Learning course?,4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Giulia Rossi for the Machine Learning course?,5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Who is the teacher (name,surname) following Sophie Durand in her thesis?",1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Who is the teacher (name,surname) following Sophie Durand in her thesis?",2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Who is the teacher (name,surname) following Sophie Durand in her thesis?",3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Who is the teacher (name,surname) following Sophie Durand in her thesis?",4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Who is the teacher (name,surname) following Sophie Durand in her thesis?",5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What are all the courses (name of courses) offered by the Computer Science department?,1,two tables single join multiple rows,1.0000,0.7500,0.8571,0,0.0000,0.0000,0.0000,0
What are all the courses (name of courses) offered by the Computer Science department?,2,two tables single join multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
What are all the courses (name of courses) offered by the Computer Science department?,3,two tables single join multiple rows,0.8889,1.0000,0.9412,0,0.0000,0.0000,0.0000,0
What are all the courses (name of courses) offered by the Computer Science department?,4,two tables single join multiple rows,0.8889,1.0000,0.9412,0,0.0000,0.0000,0.0000,0
What are all the courses (name of courses) offered by the Computer Science department?,5,two tables single join multiple rows,0.8889,1.0000,0.9412,0,0.0000,0.0000,0.0000,0
What is the name of the department in which Antonio Gallo teaches?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the department in which Antonio Gallo teaches?,2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the department in which Antonio Gallo teaches?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the department in which Antonio Gallo teaches?,4,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the department in which Antonio Gallo teaches?,5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Elena Gonzales for the Human-Computer Interaction exam?,1,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the grade of Elena Gonzales for the Human-Computer Interaction exam?,2,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the grade of Elena Gonzales for the Human-Computer Interaction exam?,3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Elena Gonzales for the Human-Computer Interaction exam?,4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the grade of Elena Gonzales for the Human-Computer Interaction exam?,5,three tables two join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which faculty does the Electronics department belong to?,1,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which faculty does the Electronics department belong to?,2,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which faculty does the Electronics department belong to?,3,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which faculty does the Electronics department belong to?,4,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which faculty does the Electronics department belong to?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the name of the building in which will be the Embedded Systems exam?,1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the building in which will be the Embedded Systems exam?,2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the building in which will be the Embedded Systems exam?,3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the building in which will be the Embedded Systems exam?,4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the name of the building in which will be the Embedded Systems exam?,5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis followed by Alessandro Moretti?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis followed by Alessandro Moretti?,2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis followed by Alessandro Moretti?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis followed by Alessandro Moretti?,4,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis followed by Alessandro Moretti?,5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which students (name,surname) have an enrollment date before 2022?",1,single table multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which students (name,surname) have an enrollment date before 2022?",2,single table multiple rows,0.3333,0.5000,0.4000,0,0.0000,0.0000,0.0000,0
"Which students (name,surname) have an enrollment date before 2022?",3,single table multiple rows,0.6667,1.0000,0.8000,0,0.0000,0.0000,0.0000,0
"Which students (name,surname) have an enrollment date before 2022?",4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which students (name,surname) have an enrollment date before 2022?",5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the faculty of the Chemistry department?,1,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the faculty of the Chemistry department?,2,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the faculty of the Chemistry department?,3,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the faculty of the Chemistry department?,4,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the faculty of the Chemistry department?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which are the students (name,surname) enrolled in the Database Systems course?",1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name,surname) enrolled in the Database Systems course?",2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name,surname) enrolled in the Database Systems course?",3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name,surname) enrolled in the Database Systems course?",4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name,surname) enrolled in the Database Systems course?",5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What are the research areas of Maria Ferrari?,1,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What are the research areas of Maria Ferrari?,2,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What are the research areas of Maria Ferrari?,3,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What are the research areas of Maria Ferrari?,4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What are the research areas of Maria Ferrari?,5,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research projects are led by Laura Bianchi?,1,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research projects are led by Laura Bianchi?,2,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research projects are led by Laura Bianchi?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
How many research projects are led by Laura Bianchi?,4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
How many research projects are led by Laura Bianchi?,5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which student (name,surname) had a grade equal to 28 in Human-Computer Interaction?",1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which student (name,surname) had a grade equal to 28 in Human-Computer Interaction?",2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which student (name,surname) had a grade equal to 28 in Human-Computer Interaction?",3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which student (name,surname) had a grade equal to 28 in Human-Computer Interaction?",4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which student (name,surname) had a grade equal to 28 in Human-Computer Interaction?",5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
Which are the classrooms (room number) in the Engineering building?,1,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which are the classrooms (room number) in the Engineering building?,2,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which are the classrooms (room number) in the Engineering building?,3,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which are the classrooms (room number) in the Engineering building?,4,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which are the classrooms (room number) in the Engineering building?,5,single table single row,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the day and time of the Software Engineering exam?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the day and time of the Software Engineering exam?,2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the day and time of the Software Engineering exam?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the day and time of the Software Engineering exam?,4,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the day and time of the Software Engineering exam?,5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
Which courses (name of courses) have 8 credits?,1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) have 8 credits?,2,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) have 8 credits?,3,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) have 8 credits?,4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) have 8 credits?,5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What is the title of the thesis of Sophie Durand?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis of Sophie Durand?,2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis of Sophie Durand?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis of Sophie Durand?,4,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What is the title of the thesis of Sophie Durand?,5,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name, surname) enrolled in Machine Learning or in Advanced Algorithm courses?",1,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name, surname) enrolled in Machine Learning or in Advanced Algorithm courses?",2,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name, surname) enrolled in Machine Learning or in Advanced Algorithm courses?",3,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name, surname) enrolled in Machine Learning or in Advanced Algorithm courses?",4,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which are the students (name, surname) enrolled in Machine Learning or in Advanced Algorithm courses?",5,three tables two join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
Which courses (name of the courses) have 6 credits?,1,single table multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
Which courses (name of the courses) have 6 credits?,2,single table multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
Which courses (name of the courses) have 6 credits?,3,single table multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
Which courses (name of the courses) have 6 credits?,4,single table multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
Which courses (name of the courses) have 6 credits?,5,single table multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
"Which students (name, surname) enrolled in 2020?",1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which students (name, surname) enrolled in 2020?",2,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which students (name, surname) enrolled in 2020?",3,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which students (name, surname) enrolled in 2020?",4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which students (name, surname) enrolled in 2020?",5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which classrooms (room number) are located in the Main building?,1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which classrooms (room number) are located in the Main building?,2,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which classrooms (room number) are located in the Main building?,3,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which classrooms (room number) are located in the Main building?,4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which classrooms (room number) are located in the Main building?,5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which departments (departments name) are in the Science faculty?,1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which departments (departments name) are in the Science faculty?,2,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which departments (departments name) are in the Science faculty?,3,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which departments (departments name) are in the Science faculty?,4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which departments (departments name) are in the Science faculty?,5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which thesis (title) have the status completed?,1,single table multiple rows,1.0000,0.6667,0.8000,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status completed?,2,single table multiple rows,1.0000,0.6667,0.8000,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status completed?,3,single table multiple rows,1.0000,0.6667,0.8000,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status completed?,4,single table multiple rows,1.0000,0.6667,0.8000,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status completed?,5,single table multiple rows,1.0000,0.6667,0.8000,0,0.0000,0.0000,0.0000,0
What are the names of the courses taught by Laura Bianchi?,1,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What are the names of the courses taught by Laura Bianchi?,2,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What are the names of the courses taught by Laura Bianchi?,3,two tables single join,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
What are the names of the courses taught by Laura Bianchi?,4,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
What are the names of the courses taught by Laura Bianchi?,5,two tables single join,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Fall semester?,1,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Fall semester?,2,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Fall semester?,3,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Fall semester?,4,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Fall semester?,5,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Spring semester?,1,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Spring semester?,2,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Spring semester?,3,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Spring semester?,4,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
Which courses (name of courses) are taught in the Spring semester?,5,two tables single join multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Electronics department?",1,two tables single join multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Electronics department?",2,two tables single join multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Electronics department?",3,two tables single join multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Electronics department?",4,two tables single join multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Electronics department?",5,two tables single join multiple rows,0.0000,0.0000,0.0000,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status in progress?,1,single table multiple rows,1.0000,0.5000,0.6667,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status in progress?,2,single table multiple rows,1.0000,0.5000,0.6667,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status in progress?,3,single table multiple rows,1.0000,0.5000,0.6667,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status in progress?,4,single table multiple rows,1.0000,0.5000,0.6667,0,0.0000,0.0000,0.0000,0
Which thesis (title) have the status in progress?,5,single table multiple rows,1.0000,0.5000,0.6667,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Computer Science department?",1,two tables single join multiple rows,1.0000,0.8750,0.9333,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Computer Science department?",2,two tables single join multiple rows,1.0000,0.7500,0.8571,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Computer Science department?",3,two tables single join multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Computer Science department?",4,two tables single join multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
"Which teachers (name, surname) are part of the Computer Science department?",5,two tables single join multiple rows,1.0000,0.6250,0.7692,0,0.0000,0.0000,0.0000,0
"Which Students (name, surname) are Italian?",1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which Students (name, surname) are Italian?",2,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which Students (name, surname) are Italian?",3,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which Students (name, surname) are Italian?",4,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which Students (name, surname) are Italian?",5,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
"Which are the Male students (name, surname) enrolled in the university?",1,single table multiple rows,1.0000,1.0000,1.0000,1,0.0000,0.0000,0.0000,0
