k,question_index,num_tokens,truncated
14,10,1688,False
14,11,1719,False
14,12,1843,False
14,13,1815,False
14,14,2545,False
14,15,989,False
14,16,1895,False
14,17,1747,False
14,18,1810,False
14,19,1738,False
14,20,1727,False
14,21,1758,False
14,22,1679,False
14,23,1699,False
14,24,1203,False
14,25,1730,False
14,26,1711,False
14,27,1713,False
14,28,1733,False
14,29,1762,False
14,30,1017,False
14,31,1831,False
14,32,1738,False
14,33,1655,False
14,34,1700,False
14,35,1704,False
14,36,1912,False
14,37,1704,False
14,38,1718,False
14,39,1749,False
14,40,1440,False
14,41,1012,False
14,42,1012,False
14,43,1032,False
14,44,1021,False
14,45,1668,False
15,0,1745,False
15,1,1811,False
15,2,1803,False
15,3,1773,False
15,4,1802,False
15,5,2022,False
15,6,2072,False
15,7,1032,False
15,8,1030,False
15,9,1787,False
15,10,1775,False
15,11,1809,False
15,12,1935,False
15,13,1914,False
15,14,2694,False
15,15,1031,False
15,16,2000,False
15,17,1833,False
15,18,1911,False
15,19,1830,False
15,20,1819,False
15,21,1859,False
15,22,1760,False
15,23,1790,False
15,24,1257,False
15,25,1822,False
15,26,1794,False
15,27,1805,False
15,28,1825,False
15,29,1848,False
15,30,1060,False
15,31,1936,False
15,32,1821,False
15,33,1745,False
15,34,1787,False
15,35,1792,False
15,36,2014,False
15,37,1787,False
15,38,1808,False
15,39,1841,False
15,40,1530,False
15,41,1054,False
15,42,1054,False
15,43,1074,False
15,44,1055,False
15,45,1758,False
16,0,1835,False
16,1,1901,False
16,2,1893,False
16,3,1863,False
16,4,1892,False
16,5,2126,False
16,6,2170,False
16,7,1074,False
16,8,1073,False
16,9,1870,False
16,10,1862,False
16,11,1899,False
16,12,2043,False
16,13,2010,False
16,14,2843,False
16,15,1072,False
16,16,2097,False
16,17,1920,False
16,18,2018,False
16,19,1920,False
16,20,1911,False
16,21,1957,False
16,22,1841,False
16,23,1878,False
16,24,1311,False
16,25,1913,False
16,26,1888,False
16,27,1895,False
16,28,1917,False
16,29,1938,False
16,30,1101,False
16,31,2038,False
16,32,1909,False
16,33,1846,False
16,34,1876,False
16,35,1880,False
16,36,2120,False
16,37,1878,False
16,38,1898,False
16,39,1933,False
16,40,1617,False
16,41,1097,False
16,42,1096,False
16,43,1116,False
16,44,1088,False
16,45,1851,False
17,0,1930,False
17,1,1991,False
17,2,1983,False
17,3,1952,False
17,4,1981,False
17,5,2238,False
17,6,2277,False
17,7,1116,False
17,8,1115,False
17,9,1955,False
17,10,1945,False
17,11,1989,False
17,12,2141,False
17,13,2111,False
17,14,2992,False
17,15,1113,False
17,16,2210,False
17,17,2002,False
17,18,2122,False
17,19,2012,False
17,20,2001,False
17,21,2036,False
17,22,1942,False
17,23,1932,False
17,24,1365,False
17,25,2003,False
17,26,1977,False
17,27,1987,False
17,28,2007,False
17,29,2041,False
17,30,1134,False
17,31,2133,False
17,32,2007,False
17,33,1941,False
17,34,1966,False
17,35,1972,False
17,36,2223,False
17,37,1976,False
17,38,1988,False
17,39,2025,False
17,40,1703,False
17,41,1131,False
17,42,1138,False
17,43,1149,False
17,44,1130,False
17,45,1938,False
18,0,2020,False
18,1,2081,False
18,2,2073,False
18,3,2039,False
18,4,2071,False
18,5,2348,False
18,6,2370,False
18,7,1158,False
18,8,1157,False
18,9,2053,False
18,10,2035,False
18,11,2079,False
18,12,2240,False
18,13,2203,False
18,14,3141,False
18,15,1155,False
18,16,2308,False
18,17,2096,False
18,18,2234,False
18,19,2104,False
18,20,2091,False
18,21,2136,False
18,22,2022,False
18,23,2015,False
18,24,1419,False
18,25,2095,False
18,26,2070,False
18,27,2077,False
18,28,2099,False
18,29,2134,False
18,30,1177,False
18,31,2225,False
18,32,2101,False
18,33,2035,False
18,34,2054,False
18,35,2061,False
18,36,2331,False
18,37,2070,False
18,38,2077,False
18,39,2117,False
18,40,1791,False
18,41,1173,False
18,42,1172,False
18,43,1183,False
18,44,1172,False
18,45,2020,False
19,0,2110,False
19,1,2171,False
19,2,2163,False
19,3,2126,False
19,4,2161,False
19,5,2454,False
19,6,2474,False
19,7,1200,False
19,8,1200,False
19,9,2141,False
19,10,2126,False
19,11,2171,False
19,12,2352,False
19,13,2292,False
19,14,3292,False
19,15,1197,False
19,16,2415,False
19,17,2191,False
19,18,2275,False
19,19,2196,False
19,20,2181,False
19,21,2223,False
19,22,2115,False
19,23,2104,False
19,24,1472,False
19,25,2187,False
19,26,2159,False
19,27,2167,False
19,28,2191,False
19,29,2221,False
19,30,1219,False
19,31,2318,False
19,32,2201,False
19,33,2128,False
19,34,2144,False
19,35,2150,False
19,36,2421,False
19,37,2152,False
19,38,2167,False
19,39,2209,False
19,40,1881,False
19,41,1216,False
19,42,1205,False
19,43,1216,False
19,44,1214,False
19,45,2112,False
20,0,2197,False
20,1,2261,False
20,2,2253,False
20,3,2215,False
20,4,2251,False
20,5,2563,False
20,6,2573,False
20,7,1241,False
20,8,1242,False
20,9,2225,False
20,10,2217,False
20,11,2263,False
20,12,2456,False
20,13,2391,False
20,14,3441,False
20,15,1239,False
20,16,2525,False
20,17,2285,False
20,18,2378,False
20,19,2287,False
20,20,2273,False
20,21,2317,False
20,22,2202,False
20,23,2200,False
20,24,1526,False
20,25,2279,False
20,26,2242,False
20,27,2259,False
20,28,2283,False
20,29,2314,False
20,30,1261,False
20,31,2426,False
20,32,2290,False
20,33,2219,False
20,34,2231,False
20,35,2240,False
20,36,2516,False
20,37,2240,False
20,38,2257,False
20,39,2301,False
20,40,1971,False
20,41,1258,False
20,42,1247,False
20,43,1258,False
20,44,1247,False
20,45,2192,False
21,0,2278,False
21,1,2351,False
21,2,2343,False
21,3,2303,False
21,4,2341,False
21,5,2670,False
21,6,2675,False
21,7,1284,False
21,8,1284,False
21,9,2306,False
21,10,2305,False
21,11,2355,False
21,12,2555,False
21,13,2487,False
21,14,3590,False
21,15,1282,False
21,16,2618,False
21,17,2373,False
21,18,2487,False
21,19,2377,False
21,20,2363,False
21,21,2412,False
21,22,2289,False
21,23,2283,False
21,24,1580,False
21,25,2371,False
21,26,2332,False
21,27,2351,False
21,28,2375,False
21,29,2416,False
21,30,1306,False
21,31,2522,False
21,32,2379,False
21,33,2317,False
21,34,2319,False
21,35,2328,False
21,36,2620,False
21,37,2333,False
21,38,2347,False
21,39,2393,False
21,40,2025,False
21,41,1291,False
21,42,1290,False
21,43,1301,False
21,44,1290,False
21,45,2290,False
22,0,2376,False
22,1,2441,False
22,2,2433,False
22,3,2388,False
22,4,2431,False
22,5,2772,False
22,6,2779,False
22,7,1325,False
22,8,1325,False
22,9,2392,False
22,10,2393,False
22,11,2447,False
22,12,2657,False
22,13,2580,False
22,14,3739,False
22,15,1323,False
22,16,2709,False
22,17,2467,False
22,18,2597,False
22,19,2469,False
22,20,2455,False
22,21,2493,False
22,22,2372,False
22,23,2367,False
22,24,1634,False
22,25,2463,False
22,26,2425,False
22,27,2441,False
22,28,2467,False
22,29,2516,False
22,30,1347,False
22,31,2614,False
22,32,2481,False
22,33,2408,False
22,34,2407,False
22,35,2414,False
22,36,2709,False
22,37,2412,False
22,38,2436,False
22,39,2485,False
22,40,2079,False
22,41,1333,False
22,42,1332,False
22,43,1343,False
22,44,1333,False
22,45,2393,False
23,0,2459,False
23,1,2531,False
23,2,2522,False
23,3,2474,False
23,4,2521,False
23,5,2871,False
23,6,2879,False
23,7,1367,False
23,8,1368,False
23,9,2485,False
23,10,2481,False
23,11,2537,False
23,12,2748,False
23,13,2675,False
23,14,3888,False
23,15,1366,False
23,16,2803,False
23,17,2554,False
23,18,2699,False
23,19,2561,False
23,20,2547,False
23,21,2580,False
23,22,2460,False
23,23,2457,False
23,24,1687,False
23,25,2555,False
23,26,2527,False
23,27,2531,False
23,28,2559,False
23,29,2600,False
23,30,1388,False
23,31,2713,False
23,32,2584,False
23,33,2487,False
23,34,2495,False
23,35,2499,False
23,36,2814,False
23,37,2502,False
23,38,2526,False
23,39,2577,False
23,40,2166,False
23,41,1376,False
23,42,1375,False
23,43,1376,False
23,44,1375,False
23,45,2491,False
24,0,2556,False
24,1,2621,False
24,2,2612,False
24,3,2564,False
24,4,2611,False
24,5,2978,False
24,6,2981,False
24,7,1410,False
24,8,1410,False
24,9,2571,False
24,10,2570,False
24,11,2627,False
24,12,2846,False
24,13,2777,False
24,14,4039,False
24,15,1411,False
24,16,2915,False
24,17,2651,False
24,18,2803,False
24,19,2652,False
24,20,2639,False
24,21,2682,False
24,22,2562,False
24,23,2542,False
24,24,1740,False
24,25,2647,False
24,26,2605,False
24,27,2623,False
24,28,2651,False
24,29,2687,False
24,30,1421,False
24,31,2819,False
24,32,2665,False
24,33,2570,False
24,34,2583,False
24,35,2590,False
24,36,2917,False
24,37,2593,False
24,38,2616,False
24,39,2669,False
24,40,2254,False
24,41,1418,False
24,42,1418,False
24,43,1410,False
24,44,1418,False
24,45,2592,False
25,0,2639,False
25,1,2711,False
25,2,2702,False
25,3,2653,False
25,4,2701,False
25,5,3086,False
25,6,3092,False
25,7,1453,False
25,8,1452,False
25,9,2664,False
25,10,2660,False
25,11,2719,False
25,12,2946,False
25,13,2885,False
25,14,4188,False
25,15,1453,False
25,16,3008,False
25,17,2746,False
25,18,2917,False
25,19,2744,False
25,20,2731,False
25,21,2764,False
25,22,2660,False
25,23,2644,False
25,24,1791,False
25,25,2738,False
25,26,2699,False
25,27,2713,False
25,28,2743,False
25,29,2784,False
25,30,1463,False
25,31,2929,False
25,32,2769,False
25,33,2657,False
25,34,2672,False
25,35,2677,False
25,36,3012,False
25,37,2682,False
25,38,2706,False
25,39,2761,False
25,40,2307,False
25,41,1460,False
25,42,1460,False
25,43,1453,False
25,44,1461,False
25,45,2686,False
26,0,2723,False
26,1,2801,False
26,2,2791,False
26,3,2742,False
26,4,2791,False
26,5,3182,False
26,6,3186,False
26,7,1498,False
26,8,1497,False
26,9,2747,False
26,10,2752,False
26,11,2809,False
26,12,3038,False
26,13,2982,False
26,14,4337,False
26,15,1495,False
26,16,3114,False
26,17,2848,False
26,18,3026,False
26,19,2836,False
26,20,2823,False
26,21,2853,False
26,22,2744,False
26,23,2726,False
26,24,1845,False
26,25,2828,False
26,26,2791,False
26,27,2803,False
26,28,2835,False
26,29,2870,False
26,30,1497,False
26,31,3016,False
26,32,2863,False
26,33,2749,False
26,34,2761,False
26,35,2763,False
26,36,3104,False
26,37,2776,False
26,38,2796,False
26,39,2853,False
26,40,2361,False
26,41,1503,False
26,42,1503,False
26,43,1495,False
26,44,1503,False
26,45,2783,False
27,0,2816,False
27,1,2891,False
27,2,2881,False
27,3,2829,False
27,4,2880,False
27,5,3285,False
27,6,3296,False
27,7,1540,False
27,8,1540,False
27,9,2835,False
27,10,2840,False
27,11,2901,False
27,12,3138,False
27,13,3081,False
27,14,4486,False
27,15,1538,False
27,16,3218,False
27,17,2946,False
27,18,3134,False
27,19,2928,False
27,20,2915,False
27,21,2955,False
27,22,2848,False
27,23,2809,False
27,24,1899,False
27,25,2920,False
27,26,2870,False
27,27,2895,False
27,28,2927,False
27,29,2958,False
27,30,1539,False
27,31,3113,False
27,32,2960,False
27,33,2841,False
27,34,2850,False
27,35,2848,False
27,36,3203,False
27,37,2853,False
27,38,2886,False
27,39,2945,False
27,40,2454,False
27,41,1537,False
27,42,1537,False
27,43,1537,False
27,44,1537,False
27,45,2872,False
28,0,2899,False
28,1,2981,False
28,2,2971,False
28,3,2914,False
28,4,2970,False
28,5,3398,False
28,6,3399,False
28,7,1582,False
28,8,1582,False
28,9,2933,False
28,10,2929,False
28,11,2991,False
28,12,3233,False
28,13,3177,False
28,14,4635,False
28,15,1581,False
28,16,3309,False
28,17,3029,False
28,18,3245,False
28,19,3020,False
28,20,3005,False
28,21,3041,False
28,22,2942,False
28,23,2895,False
28,24,1953,False
28,25,3012,False
28,26,2954,False
28,27,2987,False
28,28,3019,False
28,29,3052,False
28,30,1580,False
28,31,3222,False
28,32,3049,False
28,33,2935,False
28,34,2940,False
28,35,2935,False
28,36,3309,False
28,37,2940,False
28,38,2976,False
28,39,3037,False
28,40,2542,False
28,41,1579,False
28,42,1579,False
28,43,1579,False
28,44,1579,False
28,45,2955,False
29,0,3001,False
29,1,3071,False
29,2,3061,False
29,3,3001,False
29,4,3060,False
29,5,3506,False
29,6,3497,False
29,7,1625,False
29,8,1624,False
29,9,3026,False
29,10,3015,False
29,11,3083,False
29,12,3342,False
29,13,3272,False
29,14,4786,False
29,15,1623,False
29,16,3401,False
29,17,3132,False
29,18,3357,False
29,19,3112,False
29,20,3097,False
29,21,3131,False
29,22,3024,False
29,23,2996,False
29,24,2007,False
29,25,3104,False
29,26,3052,False
29,27,3079,False
29,28,3111,False
29,29,3149,False
29,30,1621,False
29,31,3323,False
29,32,3142,False
29,33,3032,False
29,34,3029,False
29,35,3022,False
29,36,3401,False
29,37,3029,False
29,38,3066,False
29,39,3129,False
29,40,2630,False
29,41,1621,False
29,42,1621,False
29,43,1621,False
29,44,1621,False
29,45,3040,False
30,0,3101,False
30,1,3161,False
30,2,3151,False
30,3,3090,False
30,4,3150,False
30,5,3615,False
30,6,3592,False
30,7,1722,False
30,8,1714,False
30,9,3119,False
30,10,3103,False
30,11,3175,False
30,12,3447,False
30,13,3364,False
30,14,4935,False
30,15,1715,False
30,16,3499,False
30,17,3211,False
30,18,3459,False
30,19,3204,False
30,20,3189,False
30,21,3218,False
30,22,3107,False
30,23,3091,False
30,24,2061,False
30,25,3196,False
30,26,3138,False
30,27,3169,False
30,28,3203,False
30,29,3243,False
30,30,1663,False
30,31,3415,False
30,32,3237,False
30,33,3121,False
30,34,3115,False
30,35,3112,False
30,36,3510,False
30,37,3120,False
30,38,3156,False
30,39,3221,False
30,40,2720,False
30,41,1662,False
30,42,1662,False
30,43,1662,False
30,44,1662,False
30,45,3139,False
31,0,3182,False
31,1,3251,False
31,2,3241,False
31,3,3178,False
31,4,3240,False
31,5,3729,False
31,6,3704,False
31,7,1814,False
31,8,1806,False
31,9,3204,False
31,10,3194,False
31,11,3267,False
31,12,3545,False
31,13,3461,False
31,14,5084,False
31,15,1813,False
31,16,3599,False
31,17,3304,False
31,18,3560,False
31,19,3295,False
31,20,3281,False
31,21,3319,False
31,22,3193,False
31,23,3178,False
31,24,2115,False
31,25,3288,False
31,26,3225,False
31,27,3259,False
31,28,3295,False
31,29,3328,False
31,30,1752,False
31,31,3514,False
31,32,3323,False
31,33,3221,False
31,34,3206,False
31,35,3199,False
31,36,3615,False
31,37,3211,False
31,38,3246,False
31,39,3313,False
31,40,2805,False
31,41,1761,False
31,42,1761,False
31,43,1761,False
31,44,1760,False
31,45,3226,False
32,0,3272,False
32,1,3341,False
32,2,3330,False
32,3,3266,False
32,4,3330,False
32,5,3834,False
32,6,3808,False
32,7,1908,False
32,8,1896,False
32,9,3298,False
32,10,3281,False
32,11,3359,False
32,12,3648,False
32,13,3556,False
32,14,5235,False
32,15,1898,False
32,16,3706,False
32,17,3398,False
32,18,3664,False
32,19,3385,False
32,20,3373,False
32,21,3416,False
32,22,3294,False
32,23,3232,False
32,24,2168,False
32,25,3380,False
32,26,3311,False
32,27,3349,False
32,28,3387,False
32,29,3428,False
32,30,1843,False
32,31,3615,False
32,32,3410,False
32,33,3310,False
32,34,3298,False
32,35,3288,False
32,36,3711,False
32,37,3292,False
32,38,3336,False
32,39,3405,False
32,40,2892,False
32,41,1848,False
32,42,1858,False
32,43,1859,False
32,44,1853,False
32,45,3320,False
33,0,3359,False
33,1,3431,False
33,2,3420,False
33,3,3354,False
33,4,3420,False
33,5,3938,False
33,6,3904,False
33,7,1998,False
33,8,1984,False
33,9,3375,False
33,10,3369,False
33,11,3449,False
33,12,3752,False
33,13,3657,False
33,14,5386,False
33,15,1939,False
33,16,3806,False
33,17,3493,False
33,18,3774,False
33,19,3477,False
33,20,3465,False
33,21,3505,False
33,22,3373,False
33,23,3330,False
33,24,2221,False
33,25,3472,False
33,26,3404,False
33,27,3439,False
33,28,3479,False
33,29,3514,False
33,30,1932,False
33,31,3717,False
33,32,3512,False
33,33,3400,False
33,34,3387,False
33,35,3377,False
33,36,3820,False
33,37,3383,False
33,38,3426,False
33,39,3497,False
33,40,2946,False
33,41,1946,False
33,42,1956,False
33,43,1956,False
33,44,1946,False
33,45,3401,False
34,0,3439,False
34,1,3520,False
34,2,3510,False
34,3,3440,False
34,4,3510,False
34,5,4039,False
34,6,4014,False
34,7,2101,False
34,8,2084,False
34,9,3468,False
34,10,3457,False
34,11,3539,False
34,12,3864,False
34,13,3753,False
34,14,5535,False
34,15,2027,False
34,16,3919,False
34,17,3590,False
34,18,3883,False
34,19,3569,False
34,20,3557,False
34,21,3599,False
34,22,3455,False
34,23,3384,False
34,24,2275,False
34,25,3564,False
34,26,3498,False
34,27,3531,False
34,28,3571,False
34,29,3605,False
34,30,2020,False
34,31,3825,False
34,32,3595,False
34,33,3488,False
34,34,3477,False
34,35,3466,False
34,36,3924,False
34,37,3486,False
34,38,3516,False
34,39,3589,False
34,40,3037,False
34,41,2043,False
34,42,2043,False
34,43,2043,False
34,44,2045,False
34,45,3484,False
35,0,3527,False
35,1,3610,False
35,2,3600,False
35,3,3527,False
35,4,3600,False
35,5,4146,False
35,6,4116,False
35,7,2189,False
35,8,2175,False
35,9,3554,False
35,10,3544,False
35,11,3631,False
35,12,3955,False
35,13,3845,False
35,14,5684,False
35,15,2124,False
35,16,4020,False
35,17,3690,False
35,18,3978,False
35,19,3661,False
35,20,3647,False
35,21,3693,False
35,22,3544,False
35,23,3476,False
35,24,2328,False
35,25,3656,False
35,26,3583,False
35,27,3621,False
35,28,3663,False
35,29,3703,False
35,30,2110,False
35,31,3922,False
35,32,3681,False
35,33,3584,False
35,34,3565,False
35,35,3554,False
35,36,4012,False
35,37,3568,False
35,38,3606,False
35,39,3681,False
35,40,3125,False
35,41,2139,False
35,42,2142,False
35,43,2134,False
35,44,2137,False
35,45,3580,False
36,0,3609,False
36,1,3700,False
36,2,3690,False
36,3,3617,False
36,4,3690,False
36,5,4247,False
36,6,4221,False
36,7,2274,False
36,8,2216,False
36,9,3641,False
36,10,3632,False
36,11,3723,False
36,12,4054,False
36,13,3943,False
36,14,5835,False
36,15,2216,False
36,16,4122,False
36,17,3792,False
36,18,4092,False
36,19,3751,False
36,20,3739,False
36,21,3776,False
36,22,3628,False
36,23,3563,False
36,24,2382,False
36,25,3747,False
36,26,3670,False
36,27,3711,False
36,28,3755,False
36,29,3804,False
36,30,2198,False
36,31,4011,False
36,32,3775,False
36,33,3673,False
36,34,3654,False
36,35,3643,False
36,36,4110,False
36,37,3669,False
36,38,3696,False
36,39,3773,False
36,40,3213,False
36,41,2238,False
36,42,2238,False
36,43,2233,False
36,44,2236,False
36,45,3680,False
37,0,3691,False
37,1,3790,False
37,2,3780,False
37,3,3707,False
37,4,3780,False
37,5,4346,False
37,6,4330,False
37,7,2363,False
37,8,2309,False
37,9,3729,False
37,10,3722,False
37,11,3812,False
37,12,4162,False
37,13,4050,False
37,14,5986,False
37,15,2310,False
37,16,4217,False
37,17,3893,False
37,18,4196,False
37,19,3843,False
37,20,3829,False
37,21,3859,False
37,22,3720,False
37,23,3651,False
37,24,2436,False
37,25,3839,False
37,26,3760,False
37,27,3801,False
37,28,3847,False
37,29,3907,False
37,30,2286,False
37,31,4107,False
37,32,3870,False
37,33,3762,False
37,34,3741,False
37,35,3729,False
37,36,4213,False
37,37,3757,False
37,38,3786,False
37,39,3864,False
37,40,3267,False
37,41,2331,False
37,42,2323,False
37,43,2338,False
37,44,2333,False
37,45,3761,False
38,0,3787,False
38,1,3880,False
38,2,3870,False
38,3,3793,False
38,4,3870,False
38,5,4450,False
38,6,4434,False
38,7,2455,False
38,8,2414,False
38,9,3813,False
38,10,3809,False
38,11,3904,False
38,12,4258,False
38,13,4146,False
38,14,6135,False
38,15,2403,False
38,16,4310,False
38,17,3978,False
38,18,4292,False
38,19,3935,False
38,20,3921,False
38,21,3945,False
38,22,3811,False
38,23,3747,False
38,24,2489,False
38,25,3931,False
38,26,3853,False
38,27,3893,False
38,28,3937,False
38,29,3998,False
38,30,2377,False
38,31,4208,False
38,32,3956,False
38,33,3858,False
38,34,3829,False
38,35,3818,False
38,36,4324,False
38,37,3848,False
38,38,3876,False
38,39,3956,False
38,40,3358,False
38,41,2419,False
38,42,2424,False
38,43,2435,False
38,44,2424,False
38,45,3852,False
39,0,3881,False
39,1,3970,False
39,2,3960,False
39,3,3883,False
39,4,3960,False
39,5,4560,False
39,6,4543,False
39,7,2552,False
39,8,2507,False
39,9,3907,False
39,10,3901,False
39,11,3996,False
39,12,4366,False
39,13,4244,False
39,14,6283,False
39,15,2494,False
39,16,4419,False
39,17,4069,False
39,18,4397,False
39,19,4027,False
39,20,4013,False
39,21,4037,False
39,22,3897,False
39,23,3801,False
39,24,2543,False
39,25,4023,False
39,26,3934,False
39,27,3983,False
39,28,4029,False
39,29,4102,False
39,30,2466,False
39,31,4300,False
39,32,4044,False
39,33,3959,False
39,34,3920,False
39,35,3906,False
39,36,4434,False
39,37,3935,False
39,38,3966,False
39,39,4048,False
39,40,3448,False
39,41,2511,False
39,42,2522,False
39,43,2526,False
39,44,2527,False
39,45,3946,False
40,0,3986,False
40,1,4060,False
40,2,4050,False
40,3,3971,False
40,4,4050,False
40,5,4669,False
40,6,4646,False
40,7,2649,False
40,8,2613,False
40,9,3996,False
40,10,3987,False
40,11,4086,False
40,12,4476,False
40,13,4354,False
40,14,6432,False
40,15,2593,False
40,16,4518,False
40,17,4167,False
40,18,4507,False
40,19,4119,False
40,20,4105,False
40,21,4132,False
40,22,3977,False
40,23,3897,False
40,24,2596,False
40,25,4115,False
40,26,4022,False
40,27,4073,False
40,28,4121,False
40,29,4187,False
40,30,2553,False
40,31,4399,False
40,32,4134,False
40,33,4048,False
40,34,4011,False
40,35,3998,False
40,36,4540,False
40,37,4028,False
40,38,4056,False
40,39,4140,False
40,40,3536,False
40,41,2608,False
40,42,2614,False
40,43,2634,False
40,44,2635,False
40,45,4051,False
41,0,4065,False
41,1,4150,False
41,2,4140,False
41,3,4058,False
41,4,4140,False
41,5,4773,False
41,6,4750,False
41,7,2750,False
41,8,2702,False
41,9,4083,False
41,10,4077,False
41,11,4176,False
41,12,4583,False
41,13,4462,False
41,14,6581,False
41,15,2675,False
41,16,4625,False
41,17,4256,False
41,18,4606,False
41,19,4211,False
41,20,4195,False
41,21,4236,False
41,22,4072,False
41,23,4001,False
41,24,2650,False
41,25,4207,False
41,26,4112,False
41,27,4163,False
41,28,4213,False
41,29,4279,False
41,30,2641,False
41,31,4491,False
41,32,4234,False
41,33,4136,False
41,34,4098,False
41,35,4085,False
41,36,4647,False
41,37,4120,False
41,38,4146,False
41,39,4232,False
41,40,3622,False
41,41,2700,False
41,42,2711,False
41,43,2728,False
41,44,2732,False
41,45,4152,False
42,0,4153,False
42,1,4240,False
42,2,4230,False
42,3,4150,False
42,4,4230,False
42,5,4887,False
42,6,4855,False
42,7,2852,False
42,8,2794,False
42,9,4168,False
42,10,4168,False
42,11,4268,False
42,12,4684,False
42,13,4562,False
42,14,6730,False
42,15,2779,False
42,16,4719,False
42,17,4350,False
42,18,4718,False
42,19,4303,False
42,20,4287,False
42,21,4326,False
42,22,4167,False
42,23,4095,False
42,24,2704,False
42,25,4299,False
42,26,4203,False
42,27,4255,False
42,28,4303,False
42,29,4372,False
42,30,2730,False
42,31,4587,False
42,32,4313,False
42,33,4213,False
42,34,4189,False
42,35,4175,False
42,36,4756,False
42,37,4206,False
42,38,4236,False
42,39,4324,False
42,40,3709,False
42,41,2799,False
42,42,2796,False
42,43,2821,False
42,44,2830,False
42,45,4238,False
43,0,4252,False
43,1,4330,False
43,2,4320,False
43,3,4238,False
43,4,4320,False
43,5,4997,False
43,6,4961,False
43,7,2954,False
43,8,2882,False
43,9,4250,False
43,10,4256,False
43,11,4360,False
43,12,4792,False
43,13,4658,False
43,14,6879,False
43,15,2871,False
43,16,4828,False
43,17,4441,False
43,18,4825,False
43,19,4395,False
43,20,4379,False
43,21,4407,False
43,22,4265,False
43,23,4186,False
43,24,2758,False
43,25,4391,False
43,26,4293,False
43,27,4347,False
43,28,4394,False
43,29,4472,False
43,30,2820,False
43,31,4679,False
43,32,4407,False
43,33,4291,False
43,34,4279,False
43,35,4263,False
43,36,4862,False
43,37,4290,False
